dataset,struct_family,lag_window,decay,r2,r,n_pred
Chamau,lags_only,1d,none,0.06824088090035352,0.3880071302663553,37
Chamau,lags_only,1d,HL3,0.06824088090035352,0.3880071302663554,37
Chamau,lags_only,1d,HL7,0.06824088090035352,0.38800713026635536,37
Chamau,lags_only,1d,HL14,0.06824088090035352,0.38800713026635536,37
Chamau,lags_only,1d,all,0.06824088090035352,0.3880071302663553,37
Chamau,lags_only,3d,none,0.05317024278237836,0.404253192979372,37
Chamau,lags_only,3d,HL3,0.05317024278237836,0.40425319297937196,37
Chamau,lags_only,3d,HL7,0.05317024278237836,0.404253192979372,37
Chamau,lags_only,3d,HL14,0.05317024278237836,0.404253192979372,37
Chamau,lags_only,3d,all,0.05317024278237836,0.404253192979372,37
Chamau,lags_only,5d,none,0.043054821665854504,0.37266610645055037,37
Chamau,lags_only,5d,HL3,0.043054821665854504,0.3726661064505504,37
Chamau,lags_only,5d,HL7,0.043054821665854504,0.3726661064505503,37
Chamau,lags_only,5d,HL14,0.043054821665854504,0.37266610645055037,37
Chamau,lags_only,5d,all,0.043054821665854504,0.3726661064505503,37
Chamau,lags_only,7d,none,0.012916950607414712,0.3566414206728814,37
Chamau,lags_only,7d,HL3,0.012916950607414712,0.35664142067288146,37
Chamau,lags_only,7d,HL7,0.012916950607414712,0.3566414206728814,37
Chamau,lags_only,7d,HL14,0.012916950607414712,0.3566414206728814,37
Chamau,lags_only,7d,all,0.012916950607414712,0.3566414206728814,37
Chamau,lags_only,1_3_5,none,0.09157747233044711,0.40910932470114614,59
Chamau,lags_only,1_3_5,HL3,0.09157747233044711,0.4091093247011461,59
Chamau,lags_only,1_3_5,HL7,0.09157747233044689,0.4091093247011461,59
Chamau,lags_only,1_3_5,HL14,0.09157747233044711,0.40910932470114614,59
Chamau,lags_only,1_3_5,all,0.09157747233044711,0.4091093247011461,59
Chamau,lags_only,1_3_5_7,none,0.07254935327990641,0.39130027621557095,70
Chamau,lags_only,1_3_5_7,HL3,0.07254935327990641,0.39130027621557106,70
Chamau,lags_only,1_3_5_7,HL7,0.07254935327990641,0.39130027621557106,70
Chamau,lags_only,1_3_5_7,HL14,0.07254935327990641,0.39130027621557106,70
Chamau,lags_only,1_3_5_7,all,0.07254935327990641,0.39130027621557106,70
Chamau,lags_only,3_5_7,none,0.04454013189629347,0.37584600988386163,59
Chamau,lags_only,3_5_7,HL3,0.04454013189629347,0.37584600988386163,59
Chamau,lags_only,3_5_7,HL7,0.04454013189629347,0.37584600988386163,59
Chamau,lags_only,3_5_7,HL14,0.04454013189629347,0.37584600988386163,59
Chamau,lags_only,3_5_7,all,0.04454013189629347,0.37584600988386163,59
Chamau,roll_mean_only,1d,none,0.1660603309862082,0.5033345906707412,92
Chamau,roll_mean_only,1d,HL3,0.1660603309862082,0.5033345906707412,92
Chamau,roll_mean_only,1d,HL7,0.1660603309862082,0.5033345906707412,92
Chamau,roll_mean_only,1d,HL14,0.1660603309862082,0.5033345906707413,92
Chamau,roll_mean_only,1d,all,0.1660603309862082,0.5033345906707413,92
Chamau,roll_mean_only,3d,none,0.1660603309862082,0.5033345906707412,92
Chamau,roll_mean_only,3d,HL3,0.1660603309862082,0.5033345906707414,92
Chamau,roll_mean_only,3d,HL7,0.1660603309862082,0.5033345906707412,92
Chamau,roll_mean_only,3d,HL14,0.1660603309862082,0.5033345906707412,92
Chamau,roll_mean_only,3d,all,0.1660603309862082,0.5033345906707413,92
Chamau,roll_mean_only,5d,none,0.1660603309862082,0.5033345906707412,92
Chamau,roll_mean_only,5d,HL3,0.1660603309862082,0.5033345906707412,92
Chamau,roll_mean_only,5d,HL7,0.1660603309862082,0.5033345906707413,92
Chamau,roll_mean_only,5d,HL14,0.1660603309862082,0.5033345906707412,92
Chamau,roll_mean_only,5d,all,0.1660603309862082,0.5033345906707413,92
Chamau,roll_mean_only,7d,none,0.1660603309862082,0.5033345906707412,92
Chamau,roll_mean_only,7d,HL3,0.1660603309862082,0.5033345906707412,92
Chamau,roll_mean_only,7d,HL7,0.1660603309862082,0.5033345906707412,92
Chamau,roll_mean_only,7d,HL14,0.1660603309862082,0.5033345906707412,92
Chamau,roll_mean_only,7d,all,0.1660603309862082,0.5033345906707413,92
Chamau,roll_mean_only,1_3_5,none,0.1660603309862081,0.5033345906707413,92
Chamau,roll_mean_only,1_3_5,HL3,0.1660603309862081,0.5033345906707412,92
Chamau,roll_mean_only,1_3_5,HL7,0.1660603309862082,0.5033345906707413,92
Chamau,roll_mean_only,1_3_5,HL14,0.1660603309862082,0.5033345906707412,92
Chamau,roll_mean_only,1_3_5,all,0.1660603309862082,0.5033345906707412,92
Chamau,roll_mean_only,1_3_5_7,none,0.1660603309862082,0.5033345906707413,92
Chamau,roll_mean_only,1_3_5_7,HL3,0.1660603309862082,0.5033345906707413,92
Chamau,roll_mean_only,1_3_5_7,HL7,0.1660603309862082,0.5033345906707412,92
Chamau,roll_mean_only,1_3_5_7,HL14,0.1660603309862082,0.5033345906707413,92
Chamau,roll_mean_only,1_3_5_7,all,0.1660603309862082,0.5033345906707412,92
Chamau,roll_mean_only,3_5_7,none,0.1660603309862082,0.5033345906707412,92
Chamau,roll_mean_only,3_5_7,HL3,0.1660603309862082,0.5033345906707412,92
Chamau,roll_mean_only,3_5_7,HL7,0.1660603309862082,0.5033345906707412,92
Chamau,roll_mean_only,3_5_7,HL14,0.1660603309862082,0.5033345906707412,92
Chamau,roll_mean_only,3_5_7,all,0.1660603309862082,0.5033345906707413,92
Chamau,roll_sum_only,1d,none,0.1660603309862082,0.5033345906707412,92
Chamau,roll_sum_only,1d,HL3,0.1660603309862082,0.5033345906707412,92
Chamau,roll_sum_only,1d,HL7,0.1660603309862082,0.5033345906707412,92
Chamau,roll_sum_only,1d,HL14,0.1660603309862082,0.5033345906707412,92
Chamau,roll_sum_only,1d,all,0.1660603309862082,0.5033345906707413,92
Chamau,roll_sum_only,3d,none,0.1660603309862082,0.5033345906707413,92
Chamau,roll_sum_only,3d,HL3,0.1660603309862081,0.5033345906707412,92
Chamau,roll_sum_only,3d,HL7,0.1660603309862081,0.5033345906707412,92
Chamau,roll_sum_only,3d,HL14,0.1660603309862082,0.5033345906707413,92
Chamau,roll_sum_only,3d,all,0.1660603309862082,0.5033345906707412,92
Chamau,roll_sum_only,5d,none,0.1660603309862082,0.5033345906707412,92
Chamau,roll_sum_only,5d,HL3,0.1660603309862082,0.5033345906707413,92
Chamau,roll_sum_only,5d,HL7,0.1660603309862082,0.5033345906707413,92
Chamau,roll_sum_only,5d,HL14,0.1660603309862082,0.5033345906707413,92
Chamau,roll_sum_only,5d,all,0.1660603309862082,0.5033345906707413,92
Chamau,roll_sum_only,7d,none,0.1660603309862082,0.5033345906707413,92
Chamau,roll_sum_only,7d,HL3,0.1660603309862082,0.5033345906707412,92
Chamau,roll_sum_only,7d,HL7,0.1660603309862082,0.5033345906707412,92
Chamau,roll_sum_only,7d,HL14,0.1660603309862082,0.5033345906707413,92
Chamau,roll_sum_only,7d,all,0.1660603309862082,0.5033345906707412,92
Chamau,roll_sum_only,1_3_5,none,0.1660603309862082,0.5033345906707412,92
Chamau,roll_sum_only,1_3_5,HL3,0.1660603309862082,0.5033345906707412,92
Chamau,roll_sum_only,1_3_5,HL7,0.1660603309862082,0.5033345906707413,92
Chamau,roll_sum_only,1_3_5,HL14,0.1660603309862082,0.5033345906707412,92
Chamau,roll_sum_only,1_3_5,all,0.1660603309862082,0.5033345906707413,92
Chamau,roll_sum_only,1_3_5_7,none,0.1660603309862082,0.5033345906707412,92
Chamau,roll_sum_only,1_3_5_7,HL3,0.1660603309862082,0.5033345906707412,92
Chamau,roll_sum_only,1_3_5_7,HL7,0.1660603309862082,0.5033345906707412,92
Chamau,roll_sum_only,1_3_5_7,HL14,0.1660603309862082,0.5033345906707413,92
Chamau,roll_sum_only,1_3_5_7,all,0.1660603309862082,0.5033345906707412,92
Chamau,roll_sum_only,3_5_7,none,0.1660603309862082,0.5033345906707412,92
Chamau,roll_sum_only,3_5_7,HL3,0.1660603309862082,0.5033345906707412,92
Chamau,roll_sum_only,3_5_7,HL7,0.1660603309862082,0.5033345906707413,92
Chamau,roll_sum_only,3_5_7,HL14,0.1660603309862082,0.5033345906707412,92
Chamau,roll_sum_only,3_5_7,all,0.1660603309862081,0.5033345906707413,92
Chamau,lags_plus_roll,1d,none,0.17403290733386245,0.505284307852425,103
Chamau,lags_plus_roll,1d,HL3,0.17403290733386245,0.505284307852425,103
Chamau,lags_plus_roll,1d,HL7,0.17403290733386245,0.505284307852425,103
Chamau,lags_plus_roll,1d,HL14,0.17403290733386245,0.505284307852425,103
Chamau,lags_plus_roll,1d,all,0.17403290733386245,0.505284307852425,103
Chamau,lags_plus_roll,3d,none,0.155555609697139,0.4969747450288057,103
Chamau,lags_plus_roll,3d,HL3,0.155555609697139,0.4969747450288056,103
Chamau,lags_plus_roll,3d,HL7,0.155555609697139,0.4969747450288057,103
Chamau,lags_plus_roll,3d,HL14,0.155555609697139,0.4969747450288057,103
Chamau,lags_plus_roll,3d,all,0.1555556096971391,0.4969747450288056,103
Chamau,lags_plus_roll,5d,none,0.15792763098994567,0.49047156973163425,103
Chamau,lags_plus_roll,5d,HL3,0.15792763098994567,0.49047156973163425,103
Chamau,lags_plus_roll,5d,HL7,0.15792763098994567,0.49047156973163425,103
Chamau,lags_plus_roll,5d,HL14,0.15792763098994567,0.4904715697316343,103
Chamau,lags_plus_roll,5d,all,0.15792763098994567,0.4904715697316343,103
Chamau,lags_plus_roll,7d,none,0.14996298222181137,0.48672854694337553,103
Chamau,lags_plus_roll,7d,HL3,0.14996298222181137,0.48672854694337553,103
Chamau,lags_plus_roll,7d,HL7,0.14996298222181148,0.48672854694337553,103
Chamau,lags_plus_roll,7d,HL14,0.14996298222181137,0.48672854694337553,103
Chamau,lags_plus_roll,7d,all,0.14996298222181137,0.4867285469433755,103
Chamau,lags_plus_roll,1_3_5,none,0.16134160532966368,0.4868994536746361,125
Chamau,lags_plus_roll,1_3_5,HL3,0.16134160532966368,0.48689945367463605,125
Chamau,lags_plus_roll,1_3_5,HL7,0.16134160532966368,0.48689945367463616,125
Chamau,lags_plus_roll,1_3_5,HL14,0.16134160532966368,0.48689945367463605,125
Chamau,lags_plus_roll,1_3_5,all,0.16134160532966368,0.48689945367463605,125
Chamau,lags_plus_roll,1_3_5_7,none,0.16458047203195447,0.49974711628541546,136
Chamau,lags_plus_roll,1_3_5_7,HL3,0.16458047203195458,0.4997471162854154,136
Chamau,lags_plus_roll,1_3_5_7,HL7,0.16458047203195447,0.4997471162854154,136
Chamau,lags_plus_roll,1_3_5_7,HL14,0.16458047203195447,0.49974711628541546,136
Chamau,lags_plus_roll,1_3_5_7,all,0.16458047203195447,0.4997471162854154,136
Chamau,lags_plus_roll,3_5_7,none,0.156505994749652,0.48698643142887743,125
Chamau,lags_plus_roll,3_5_7,HL3,0.156505994749652,0.48698643142887743,125
Chamau,lags_plus_roll,3_5_7,HL7,0.156505994749652,0.48698643142887743,125
Chamau,lags_plus_roll,3_5_7,HL14,0.156505994749652,0.4869864314288774,125
Chamau,lags_plus_roll,3_5_7,all,0.156505994749652,0.48698643142887743,125
Chamau,full_temporal,1d,none,0.17403290733386245,0.505284307852425,103
Chamau,full_temporal,1d,HL3,0.17403290733386245,0.505284307852425,103
Chamau,full_temporal,1d,HL7,0.17403290733386245,0.505284307852425,103
Chamau,full_temporal,1d,HL14,0.17403290733386245,0.505284307852425,103
Chamau,full_temporal,1d,all,0.17403290733386245,0.505284307852425,103
Chamau,full_temporal,3d,none,0.1555556096971391,0.4969747450288057,103
Chamau,full_temporal,3d,HL3,0.155555609697139,0.4969747450288057,103
Chamau,full_temporal,3d,HL7,0.155555609697139,0.4969747450288057,103
Chamau,full_temporal,3d,HL14,0.1555556096971391,0.4969747450288056,103
Chamau,full_temporal,3d,all,0.1555556096971391,0.4969747450288057,103
Chamau,full_temporal,5d,none,0.15792763098994567,0.4904715697316343,103
Chamau,full_temporal,5d,HL3,0.15792763098994567,0.49047156973163425,103
Chamau,full_temporal,5d,HL7,0.15792763098994567,0.49047156973163425,103
Chamau,full_temporal,5d,HL14,0.15792763098994567,0.49047156973163425,103
Chamau,full_temporal,5d,all,0.15792763098994567,0.4904715697316343,103
Chamau,full_temporal,7d,none,0.14996298222181137,0.4867285469433756,103
Chamau,full_temporal,7d,HL3,0.14996298222181137,0.4867285469433755,103
Chamau,full_temporal,7d,HL7,0.14996298222181137,0.4867285469433756,103
Chamau,full_temporal,7d,HL14,0.14996298222181137,0.4867285469433755,103
Chamau,full_temporal,7d,all,0.14996298222181137,0.4867285469433755,103
Chamau,full_temporal,1_3_5,none,0.1613416053296638,0.486899453674636,125
Chamau,full_temporal,1_3_5,HL3,0.16134160532966368,0.48689945367463616,125
Chamau,full_temporal,1_3_5,HL7,0.16134160532966368,0.48689945367463605,125
Chamau,full_temporal,1_3_5,HL14,0.16134160532966368,0.4868994536746361,125
Chamau,full_temporal,1_3_5,all,0.1613416053296639,0.48689945367463605,125
Chamau,full_temporal,1_3_5_7,none,0.16458047203195447,0.4997471162854154,136
Chamau,full_temporal,1_3_5_7,HL3,0.16458047203195458,0.49974711628541546,136
Chamau,full_temporal,1_3_5_7,HL7,0.16458047203195458,0.49974711628541546,136
Chamau,full_temporal,1_3_5_7,HL14,0.16458047203195458,0.49974711628541546,136
Chamau,full_temporal,1_3_5_7,all,0.16458047203195458,0.49974711628541535,136
Chamau,full_temporal,3_5_7,none,0.156505994749652,0.48698643142887743,125
Chamau,full_temporal,3_5_7,HL3,0.156505994749652,0.48698643142887743,125
Chamau,full_temporal,3_5_7,HL7,0.156505994749652,0.48698643142887743,125
Chamau,full_temporal,3_5_7,HL14,0.156505994749652,0.48698643142887743,125
Chamau,full_temporal,3_5_7,all,0.156505994749652,0.48698643142887743,125
Chamau A,lags_only,1d,none,0.21724043705584528,0.48428607230283166,37
Chamau A,lags_only,1d,HL3,0.21724043705584528,0.4842860723028316,37
Chamau A,lags_only,1d,HL7,0.21724043705584506,0.4842860723028316,37
Chamau A,lags_only,1d,HL14,0.21724043705584506,0.48428607230283166,37
Chamau A,lags_only,1d,all,0.21724043705584506,0.4842860723028316,37
Chamau A,lags_only,3d,none,0.1381638909922146,0.39523095989424994,37
Chamau A,lags_only,3d,HL3,0.1381638909922146,0.39523095989424994,37
Chamau A,lags_only,3d,HL7,0.1381638909922146,0.39523095989425,37
Chamau A,lags_only,3d,HL14,0.1381638909922146,0.39523095989425006,37
Chamau A,lags_only,3d,all,0.1381638909922146,0.39523095989425006,37
Chamau A,lags_only,5d,none,0.12962346373123157,0.39081101272443064,37
Chamau A,lags_only,5d,HL3,0.12962346373123157,0.39081101272443064,37
Chamau A,lags_only,5d,HL7,0.12962346373123157,0.39081101272443064,37
Chamau A,lags_only,5d,HL14,0.12962346373123157,0.39081101272443064,37
Chamau A,lags_only,5d,all,0.12962346373123157,0.39081101272443064,37
Chamau A,lags_only,7d,none,0.15771744367544238,0.4260356595631962,37
Chamau A,lags_only,7d,HL3,0.1577174436754426,0.4260356595631962,37
Chamau A,lags_only,7d,HL7,0.1577174436754426,0.4260356595631962,37
Chamau A,lags_only,7d,HL14,0.15771744367544238,0.42603565956319617,37
Chamau A,lags_only,7d,all,0.1577174436754426,0.4260356595631962,37
Chamau A,lags_only,1_3_5,none,0.1696712831636813,0.4273100137426017,59
Chamau A,lags_only,1_3_5,HL3,0.1696712831636813,0.4273100137426018,59
Chamau A,lags_only,1_3_5,HL7,0.1696712831636813,0.42731001374260175,59
Chamau A,lags_only,1_3_5,HL14,0.1696712831636813,0.4273100137426017,59
Chamau A,lags_only,1_3_5,all,0.1696712831636813,0.4273100137426017,59
Chamau A,lags_only,1_3_5_7,none,0.1591676914023753,0.41887626454447324,70
Chamau A,lags_only,1_3_5_7,HL3,0.1591676914023753,0.41887626454447324,70
Chamau A,lags_only,1_3_5_7,HL7,0.1591676914023753,0.41887626454447324,70
Chamau A,lags_only,1_3_5_7,HL14,0.1591676914023753,0.4188762645444732,70
Chamau A,lags_only,1_3_5_7,all,0.1591676914023753,0.41887626454447313,70
Chamau A,lags_only,3_5_7,none,0.12071962409876347,0.3755372619722738,59
Chamau A,lags_only,3_5_7,HL3,0.12071962409876347,0.3755372619722738,59
Chamau A,lags_only,3_5_7,HL7,0.12071962409876347,0.37553726197227383,59
Chamau A,lags_only,3_5_7,HL14,0.12071962409876347,0.37553726197227383,59
Chamau A,lags_only,3_5_7,all,0.12071962409876347,0.37553726197227383,59
Chamau A,roll_mean_only,1d,none,0.18049290999906697,0.4407572374715573,92
Chamau A,roll_mean_only,1d,HL3,0.18049290999906675,0.44075723747155726,92
Chamau A,roll_mean_only,1d,HL7,0.18049290999906675,0.4407572374715573,92
Chamau A,roll_mean_only,1d,HL14,0.18049290999906697,0.4407572374715573,92
Chamau A,roll_mean_only,1d,all,0.18049290999906675,0.4407572374715573,92
Chamau A,roll_mean_only,3d,none,0.18049290999906675,0.4407572374715573,92
Chamau A,roll_mean_only,3d,HL3,0.18049290999906675,0.4407572374715573,92
Chamau A,roll_mean_only,3d,HL7,0.18049290999906675,0.4407572374715573,92
Chamau A,roll_mean_only,3d,HL14,0.18049290999906675,0.44075723747155726,92
Chamau A,roll_mean_only,3d,all,0.18049290999906675,0.44075723747155726,92
Chamau A,roll_mean_only,5d,none,0.18049290999906675,0.4407572374715573,92
Chamau A,roll_mean_only,5d,HL3,0.18049290999906675,0.4407572374715573,92
Chamau A,roll_mean_only,5d,HL7,0.18049290999906675,0.4407572374715573,92
Chamau A,roll_mean_only,5d,HL14,0.18049290999906675,0.4407572374715574,92
Chamau A,roll_mean_only,5d,all,0.18049290999906675,0.4407572374715573,92
Chamau A,roll_mean_only,7d,none,0.18049290999906675,0.4407572374715573,92
Chamau A,roll_mean_only,7d,HL3,0.18049290999906697,0.4407572374715573,92
Chamau A,roll_mean_only,7d,HL7,0.18049290999906675,0.4407572374715572,92
Chamau A,roll_mean_only,7d,HL14,0.18049290999906675,0.44075723747155726,92
Chamau A,roll_mean_only,7d,all,0.18049290999906675,0.44075723747155726,92
Chamau A,roll_mean_only,1_3_5,none,0.18049290999906675,0.4407572374715573,92
Chamau A,roll_mean_only,1_3_5,HL3,0.18049290999906675,0.4407572374715573,92
Chamau A,roll_mean_only,1_3_5,HL7,0.18049290999906675,0.4407572374715573,92
Chamau A,roll_mean_only,1_3_5,HL14,0.18049290999906675,0.4407572374715573,92
Chamau A,roll_mean_only,1_3_5,all,0.18049290999906675,0.44075723747155726,92
Chamau A,roll_mean_only,1_3_5_7,none,0.18049290999906675,0.44075723747155726,92
Chamau A,roll_mean_only,1_3_5_7,HL3,0.18049290999906675,0.4407572374715573,92
Chamau A,roll_mean_only,1_3_5_7,HL7,0.18049290999906675,0.4407572374715574,92
